Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem)
55.804105179862624,57.358770065126684,56.93023440486118,59.72319960944476,59.67398840281665,58.88634859833439,61.05580934629907,64.82434987149902,63.61888917477394,51.44662865531781,46.10151282305755,63.54271805376369,52.03672500549022,57.747291488103905,53.02055336727052,49.86121630966723,56.97702127223057,62,59,67,69,65,73,75,71,73,62,47,70,54,59,59,56,63.81
63.04495466446355,64.13341682495285,57.45508901980602,47.38242956271507,57.6064187821772,62.29666105045235,52.94308317956897,61.254440622335395,60.26109177757464,63.234098521445055,60.935542865510385,55.47229631903184,66.32049853176207,59.54499315830476,60.20111832588996,55.67130122807364,59.23483965212898,64,77,68,52,67,68,60,73,59,67,66,62,66,68,61,56,64.62
50.659847812975165,48.45224549879821,52.0115287693156,61.434801469644434,46.016753354275934,44.80845207954901,60.23211070640076,51.82964068317339,49.530895375633136,58.0757825059131,49.8481813702484,62.0063076366674,56.265888425629065,50.4367020282042,63.662800135260234,49.847684453916024,53.44497639410025,53,44,54,55,42,44,61,50,48,61,53,61,55,50,70,50,53.19
60.98856323742062,58.77454927940655,63.78679282436808,65.08564236100835,57.438107122702924,53.51099702564317,59.57794709206967,53.88950952861356,67.3450226150072,57.960763032787774,55.451478620813546,58.20148790669863,50.54245492972561,52.42001618482083,63.28015591709622,53.99361498251711,58.265443916293734,64,62,62,62,64,54,55,62,67,49,60,51,51,55,65,59,58.88
55.32005803513964,63.23787671118576,66.48313372186432,64.14937950187466,65.53485137757842,56.77063750570203,53.445559614840114,68.06128120832676,58.941213754338655,59.3004478662741,67.19558365779463,63.335762995552635,62.83405180895737,71.37962467305475,57.33702179664862,65.19381358895552,62.4075186136305,61,62,69,63,68,57,54,66,61,64,64,61,72,68,56,69,63.44
54.53009773737391,55.58799350720477,61.88737424495115,56.78421089433661,56.93651250813665,59.6075687994375,52.42026846517406,50.04898377619345,49.02098614278332,44.41324916600848,64.5260677625901,48.72899028428007,53.138763994959625,52.86096561344389,55.78206560193399,58.32371817558497,54.662363542149535,62,67,62,64,61,63,58,52,54,50,74,59,56,57,64,63,60.38
66.18085753352709,58.96310289888367,61.0428815227963,63.291389844169856,60.63503446081062,69.91521797182833,64.33336484991962,65.55287902197745,65.19289643506542,67.74585937915498,62.78359788524689,55.39433035194913,63.876929850491564,58.62170562276921,59.23540668297957,64.81031018550382,62.9734852810671,82,67,82,83,82,82,80,85,80,80,78,69,74,62,70,68,76.5
63.18822190757416,57.10316443408629,58.5409716134008,65.50788127358217,58.20057244784882,70.00522212130795,59.8243547785637,48.192992754626886,60.76351465592864,58.90259847481987,63.445570320819705,60.36271330675577,56.30452663048711,50.87531536895915,55.95169026397585,52.74420427935948,58.744594664506025,62,56,56,70,60,73,61,44,63,63,68,62,56,51,58,48,59.44
55.638914002010004,61.48442327313666,66.89105377279066,60.51488890014852,52.562115940857694,60.76454459213432,64.52468868426187,55.492616729436705,57.87144541766903,58.614972224679605,54.617039685622416,61.78293342025292,57.93679050799471,60.639193470568756,54.104070362023116,56.354239749416564,58.73712067081272,56,70,73,66,57,67,68,59,70,57,53,70,58,58,63,66,63.19
60.60337372799187,55.127301178394184,65.62628619502004,54.993286010780004,58.11489056761245,61.654421098218464,49.89963827418786,48.187422878949135,49.36318536600254,63.30438745598892,54.23217620939078,69.78246336719428,54.17022894556607,57.9142234548382,64.7020167016924,67.02193137964863,58.418577050717246,63,56,73,68,67,66,58,50,56,64,59,79,62,65,71,69,64.12
79.56890880572668,75.3032220755104,74.381703551602,72.22402566855061,73.15319630337788,66.50546234090203,65.17039650543316,69.24451863548992,68.41046780992005,66.99525067590831,72.74332815982827,74.03791696539724,69.70342535400393,76.649041327821,63.55294535187717,68.2930936261461,70.99605644734342,70,75,74,72,72,67,65,65,69,67,68,77,69,79,63,63,69.69
56.34840227329631,50.599830790945035,59.519110447096836,59.32377633439391,67.49976259252098,63.08657229908422,54.81157975466431,69.20297670798128,66.0376823539371,62.84300239365341,58.80009338206117,55.13531769269293,58.071479995955066,65.37625697483126,69.35544540598337,67.64873151767128,61.47875130729803,61,43,62,59,67,67,54,68,65,62,60,59,59,65,71,70,62.0
52.26719824628913,49.11335818877544,55.415876589776516,45.86924852740624,56.3272839261444,53.973432423727154,52.381262845879284,46.73793001888652,57.27944588806908,52.04794115691094,48.86186117666906,40.35013428881225,54.57387082996732,63.57270333856922,63.01774142795985,52.42596407228914,52.76345330913322,58,51,59,52,64,65,51,53,63,57,55,44,56,69,71,57,57.81
61.10166425870704,66.45659584089105,59.120797364574486,65.62168405961327,67.94312595243939,70.24739067993748,63.61195417811618,63.09435580963111,59.72281162673314,59.97832279031664,62.980330101008306,65.94955209459684,68.6806476916822,60.09682980711422,71.57616740531356,62.757106555303096,64.30870851349863,63,72,70,71,75,76,72,76,63,65,69,73,74,63,77,77,71.0
53.788945278402714,50.15972335440578,41.774580448780185,58.31600873195014,57.58000123560706,52.489143964553826,54.23073533626925,56.47547783866539,46.08305246571218,51.25051836341342,57.867105148254026,47.62433463429865,55.36357141097804,47.11287272702786,56.22793166231252,53.71757433865747,52.50384855870553,54,48,36,62,59,53,54,56,44,46,63,48,51,44,57,55,51.88
52.96865889549623,66.86801474730964,57.37136009103354,56.993055789951875,62.0471639611785,66.78750472216736,55.9652088801318,61.352717224263635,63.18840047667665,64.5098460113395,61.926525751409905,59.20917877960717,56.90636687178018,61.47503739025566,55.68362291509575,46.43756555755074,59.35563925407801,50,69,49,59,66,60,55,56,63,71,63,59,48,58,55,47,58.0
52.38444840138946,54.7213235860321,38.38698720289193,45.15299585705144,53.29742068562712,60.48912672915962,50.305617918978164,46.561634674455455,49.287167175076924,57.07603147634205,46.971828484978445,46.20568934734986,47.787931769690964,45.43500633930756,50.815000960575105,58.32504167294893,50.20020326761595,71,72,54,58,73,80,65,68,63,73,59,59,60,64,68,68,65.94
54.97446612108799,52.09730224487641,51.90001341093013,45.54311571202456,57.77461864124364,52.969883770443836,52.45667018755472,69.32460759473216,54.85283429733628,49.600114505031925,51.22728177448013,59.101298301491624,53.92542180819667,46.16767986392101,57.95521442838386,50.01834932781288,53.74305449934674,54,51,54,43,66,57,57,66,49,49,52,59,52,41,56,49,53.44
70.35079506043334,66.38454650791886,58.74769670105186,67.38938798802118,61.32358373198263,65.24817455495672,63.40797026581799,56.75252290439125,57.7665570177583,66.13411026725142,59.31042951881291,58.96606386313563,56.20869328259885,63.10230150731292,71.29693077556134,55.64664160807425,62.377275347192466,75,69,64,72,66,73,67,59,57,71,69,63,59,65,69,65,66.44
63.81343018334084,70.7534356770542,63.294125943748476,65.95419188122573,58.38036525924265,65.8338683860153,62.756611574954306,68.62098287837637,69.6292631578008,76.64015111007012,66.59049876604493,65.32131448288789,64.66425440786374,61.92650143592361,65.38475211728552,62.2153258492819,65.73619206944477,70,81,68,70,63,63,70,73,75,81,72,65,70,65,71,63,70.0
61.69914628729792,67.44482908398965,55.82412857955165,66.55623421159508,67.44241674264917,60.26649877099446,50.247566910906876,57.81773147047769,67.3418141387554,60.74250109445544,55.8603302444753,58.332966799808766,65.05994153847261,63.59050924695675,59.66218091010138,59.022719346876414,61.05696971108529,65,71,61,71,75,58,49,60,76,63,61,64,71,75,67,68,65.94
57.46296784283969,54.809707665566286,67.498637035406,57.8101562420021,65.50755119218628,67.02833884767105,64.41331307879861,57.26365702446856,61.44040903974185,59.30078055610422,54.90324928440816,61.04355499666681,53.52655963225979,65.36015553036663,57.098672101566834,60.427556867423,60.30595418359224,58,63,74,66,72,73,62,67,61,68,60,60,58,64,67,63,64.75
59.910920879784264,57.19995665353317,61.42795052942993,56.11996323894093,62.85096800933977,51.764583120819815,59.126379419785614,68.18912651734497,53.49282489902568,55.1057566694293,61.06402077034813,59.392390431751544,60.24763201842135,60.940417172791875,61.668088864862405,64.04298073183467,59.533997495465215,67,58,65,61,72,55,64,79,69,57,67,58,65,65,72,64,64.88
54.65648333280542,51.40110177507015,55.97025855417652,62.10679972263894,51.944221316249994,47.73474352480966,58.142793394597724,52.00548422839487,41.74404231809268,56.84449843391497,49.93074911839325,52.15472363664206,54.267291701007935,53.55988844705819,56.15464913385806,50.429958195313645,53.065480427064,53,53,55,60,47,45,57,50,39,62,52,59,49,54,55,50,52.5
58.96630794890687,55.10304557010687,60.09483136246397,59.477616378091724,51.72358544780348,61.830689538901616,53.72096173245622,60.44106794943218,58.23721552503316,65.59169734200206,55.2834490461672,54.654194977435466,56.303680928587795,54.88488004385508,60.40048846773671,48.31922591584352,57.1895586359265,65,60,62,69,53,69,52,64,69,69,61,66,61,61,68,48,62.31
52.4283940494693,52.357791537305104,62.44834410506894,66.2498730081107,57.174560052513705,56.85269752925101,58.047066960766976,63.506197658242016,53.0600404742482,58.88865105887499,62.572794294113216,60.202276994900295,58.644714228194786,62.70203660803677,44.18064468020488,61.086182742855605,58.15014162388478,52,51,66,67,65,58,60,64,52,57,62,60,58,65,45,60,58.88
62.015232715457465,56.1324466468123,67.84162412871949,72.15390385690937,64.59836855795612,70.04998386710928,73.34700242103781,71.86018339901482,73.48543377795156,68.99624858645404,65.66277932560254,57.275782071608745,64.05529869044484,61.06937815451362,76.14032471858366,64.4061820689329,66.81813581169428,76,67,72,90,83,79,96,80,92,88,86,62,84,75,89,84,81.44
62.334115481764734,64.47551832804464,61.93610367970457,70.19334664999607,58.60484463917005,62.691128724028516,58.005738519352064,55.11797889173877,58.65924599331588,61.53290746260024,59.57158032525601,58.255986548473025,54.68650412948313,61.30256358469883,54.19448957768729,65.51837126629032,60.44252648760026,62,62,62,72,71,66,66,63,69,64,65,62,62,71,68,69,65.88
51.59699798785885,43.897041725861676,49.63875383793702,47.42401719523342,52.78067177528224,57.88705145330206,41.80893687495761,51.759929618923415,50.38413524535313,54.54149960543866,52.25078236437478,47.42495256449224,49.58952954485324,47.20466993916889,56.56483491617932,51.291357466546046,50.377822632235166,57,39,48,45,51,52,46,56,52,51,53,50,51,47,61,49,50.5
71.12637327573901,61.31711577790087,58.07838601242166,54.051847883909836,52.60472146569425,53.69974013194653,62.95605310203139,64.16404496312364,53.71446633681331,66.09561141735455,59.205114588556775,62.35438490690172,69.68152298825109,66.10461642630163,60.27776660744481,57.16445871989754,60.78726403776804,78,63,60,54,67,59,73,65,58,73,70,65,73,68,65,58,65.56
47.3155115912719,54.47882200170632,57.01893740377995,53.1386909621625,57.418303762456894,58.45884801271226,56.950308688878025,54.82457569380112,58.91786195775206,60.284291845765466,52.62259321070419,65.12925049664977,57.58164793649711,58.16883671264266,61.615660714201205,59.24066925423593,57.072800640326086,53,72,58,54,61,69,52,52,62,74,58,65,66,70,64,66,62.25
61.38107316803643,58.05101082447933,53.55320312526802,58.422907624500716,50.896758961866894,57.15818852735282,56.449240045247905,55.574805712107505,55.97270244127555,47.20614477098201,53.8717654597654,57.07961450417578,57.414671958457205,51.47701429384041,62.94392920279371,52.2845157573977,55.60859664859671,65,69,57,61,62,60,62,58,65,57,56,64,65,57,74,63,62.19
67.90566744683802,65.19435325356277,59.82724489498532,71.9349359072519,57.09019728542194,67.65415231225434,68.06129303441922,59.70528039882111,70.02070794452598,61.808148871209575,64.50184959060363,64.35999063806044,62.3868377368516,67.11242281000325,67.0258250469654,54.31572157801343,64.30653929686176,67,66,55,70,55,66,68,60,69,60,64,69,58,71,62,55,63.44
71.67669882687052,56.84253767230139,70.31772863418804,70.78852329661768,59.70016546140377,63.100926172706835,59.62647427005008,64.08039246103608,63.61482619155105,69.05330027382647,71.7065413430778,72.13341666642954,62.34415747958825,64.10888824375712,56.73780665137501,61.125647279998816,64.80987693279866,79,64,75,77,68,65,68,67,74,75,77,70,70,69,62,66,70.38
69.48065876106828,72.73431471332215,58.48465623618138,61.69407929981652,64.52437181078635,66.05720638967902,60.60838299597276,66.77670581790144,62.28720386022641,64.58413924118959,67.38782183559948,64.68851194463568,62.47447114294815,64.10835157595183,64.21458579955431,62.806345446170354,64.55698792943772,76,70,62,67,69,71,67,74,68,73,66,69,69,70,67,66,69.0
54.5099320705513,63.79714823641039,58.60850962359301,54.32651079374101,59.28868440644049,54.13481493510676,61.66953557182002,57.65212334487728,55.26740166386567,58.0424970129382,47.94953162354432,50.17007503933778,49.83428735189153,56.51862785770535,64.46648738131228,66.96041311484997,57.07478625174909,55,58,58,57,58,52,65,56,56,57,48,55,52,53,63,66,56.81
61.644193627947715,60.95816049546621,49.44864944998023,55.74056912207382,54.51501936120273,55.34970012948835,57.61321902781998,56.09348523225829,48.55743906886499,62.1934894013316,53.09022299204489,59.650172441299674,68.82435146949379,53.85701516281181,45.80250050701228,57.02391701134337,56.27263153127748,68,67,55,59,57,62,59,60,56,69,53,66,82,62,50,67,62.0
67.16111533201067,71.44805442812078,55.508569184755736,64.13981327320043,59.32976487311755,61.12657538549714,74.87803389210299,54.14146551504205,62.925015464490684,63.99478301584498,67.08524878171455,62.14623292437229,63.19656985453833,59.69807431990886,63.001951863243356,59.94035577953076,63.1076014929682,68,70,58,63,56,63,81,51,63,67,69,64,63,52,64,61,63.31
67.98558508489205,63.029673955393626,66.76322760512272,64.73141156718691,70.50797688947264,64.62075701766936,56.01256329457739,71.18733313918176,60.349064131298704,61.6088939423677,61.899419165394335,71.74991610146589,54.199354565718316,80.56646830391176,70.15800968094206,65.9939202062576,65.71022341567831,73,89,75,80,87,81,73,87,73,75,74,87,60,97,85,85,80.06
57.32965880769212,59.03189918506184,60.209740952670245,60.830206740523835,60.382151140790796,58.0520322170498,56.61743670923692,56.84776239250599,56.62958740901015,63.272979295108875,60.57191242217786,42.90218563745215,60.883632693422356,58.577809784367425,57.510585028544064,55.66153654532912,57.83194481005897,72,63,75,72,64,66,61,56,62,62,67,51,65,65,63,64,64.25
64.69226871661098,63.809337427295205,55.20731677756287,61.10696655230359,54.21342144397449,52.17361429273626,55.938118993731095,63.38367247859471,63.83733034356135,61.637132217167384,62.6971840509209,61.65259655225571,55.86429714056616,61.23131784005062,63.07375274281933,62.84316176574879,60.21009308349372,68,73,63,67,57,59,61,75,69,73,68,63,74,60,60,60,65.62
60.41289198734307,58.00984436597518,56.22556616767777,59.81907632155199,54.335718833724556,50.05895187383127,53.652990310251035,50.74381190593761,51.09243375509795,53.74573177639227,50.50622552497005,52.928517481774655,45.000251795200924,55.534793666834545,54.474352506780974,50.3828819746289,53.557752515498294,68,60,69,64,63,54,59,60,57,65,52,53,43,66,63,54,59.38
57.31519522175867,58.70681756772944,45.981167557751775,50.20534298676557,50.17325513066015,49.31945137405232,58.16634108925539,53.04983618573263,52.69639267304359,43.999655057562876,57.19605703064278,47.822674905329286,54.31863003092829,55.40585156938761,60.822259858789906,47.474864884001086,52.66586207021196,64,64,47,55,48,56,75,59,59,43,59,56,54,57,68,56,57.5
48.96506833286686,64.98187683573947,73.06518501952526,70.25736087666817,65.11092618834412,61.60444818381075,68.09824209515754,59.19489811344865,66.44441795875208,66.58997990780412,69.36367864946538,77.86092930652637,66.02470894786482,61.5178109834335,63.93475755101102,55.2172495875254,64.88947115862148,56,80,69,77,79,65,74,67,63,73,71,91,70,64,72,62,70.81
63.307634487408826,64.7347879522886,64.16075815318115,67.54297450302273,62.669100480943115,72.38635347947647,66.7822354674451,66.73469853716105,65.14172656028953,67.55715356214901,70.90669146619229,62.44554906429961,63.49061769747784,65.26256999897079,60.05184552548804,62.68491084424663,65.36622548625255,69,67,69,67,72,75,70,64,68,79,78,72,69,60,65,68,69.5
57.258845024375034,64.01189529566197,60.95275603710795,60.607898948936054,63.89443920293819,58.95309045010135,61.59227364174278,59.12384062743585,60.96676113909647,56.72615610404042,47.44586360071619,58.96855358116681,66.75369007259803,64.2710264033063,64.46693681505418,65.82060300112941,60.738414371587936,69,86,75,65,77,77,77,64,77,72,58,77,81,70,83,82,74.38
65.4609524442673,66.0042430264881,61.92940501228836,63.43730020932487,68.09652023831582,71.0370866753042,64.32043311105512,62.76671816520306,65.0203042837431,68.0236982341057,57.79839040879241,53.536759723773926,62.264980242002196,58.91410235988933,62.476963501223565,64.27876289537276,63.46041378319686,71,65,73,68,75,77,71,66,71,72,64,58,66,58,67,70,68.25
59.54193808012311,69.0705177975919,63.441903948249774,63.310551923292316,64.91921584545518,56.11401453633433,67.00373906233952,61.429358692560875,65.16058321144423,56.448893960037395,54.039386295157854,65.89762841536331,63.69022775572576,57.29792235345062,57.4598647188647,67.43535404731202,62.016318790206434,73,87,81,78,82,64,89,74,79,66,65,89,79,71,71,82,76.88
50.82734176263774,64.98776599325419,52.27129755373503,59.96636085501629,55.13130884822945,59.79033838238609,54.05383121640341,55.9604366966129,56.978997103952985,51.76346394806701,60.478522954075004,54.20833339461645,55.631401650274285,51.802654353931814,43.962732932997824,55.81926241397353,55.227128128760256,53,61,52,62,53,61,56,52,54,45,61,60,54,51,47,57,54.94
73.87005513560665,65.72999946703219,61.7106761288701,60.49252388150074,61.919307491602304,64.54257360341812,55.90291395099785,67.37858650088643,65.38388460474829,65.39790665608174,63.99935672159071,61.905061316012024,65.17128420737617,64.76604869624896,60.03677447283695,58.938969163057564,63.57162012486668,79,70,67,68,71,68,60,69,64,65,65,64,72,65,65,67,67.44
68.19946430863978,75.43528358980578,61.494647454060335,60.35255650356764,68.51398703851243,67.94462134160993,68.55689115418188,68.90994882187233,66.57417155915581,75.13950002534025,59.685662939947264,63.54769770842861,67.1739090315846,59.474238776559005,66.81091081016949,75.99753366096994,67.1131890452753,82,84,69,73,75,77,74,77,76,84,59,67,77,66,72,83,74.69
59.92530224593005,60.974374333043656,53.52004597858734,56.73906276425285,57.94488790283056,58.23229432066907,66.22908877946908,62.609325108075865,54.26358001976508,61.053393696610264,62.311978546934164,65.52161499705657,67.7235732372921,54.745398845310895,55.76658224839855,53.532980509877156,59.443342720881446,64,62,55,55,57,56,67,62,55,58,64,66,68,56,55,65,60.31
66.65311898353512,70.15501015130171,72.75989086201554,67.44346316085742,66.22398066279581,68.58200824031374,63.64750377091992,78.2709118875439,59.78491314347974,68.74692117354866,77.94124937521823,67.85721750187002,66.87302310406257,66.0359911650179,66.921259870258,74.68746065245269,68.91149523157443,80,76,82,73,75,74,71,79,58,72,77,64,73,64,76,85,73.69
35.84196492290374,54.568442986032906,39.78148871730055,45.5680128333792,44.75505237805797,49.84404082840487,38.91065272013254,49.21213780996099,57.02282259598554,40.08540445658723,47.849805317603256,43.59136359056823,49.03071051051646,46.997013366630036,43.69383993432973,49.340635903906644,46.00583680451874,41,51,37,49,48,54,42,50,56,42,47,44,48,48,47,48,47.0
73.13125307080983,63.15499356323962,67.70830223261703,57.64314773252029,59.32733063778607,66.471543911278,71.53009266455594,65.88757926580442,62.54422236926034,64.10596954899289,57.857473852027525,67.13208915365294,68.52117783349316,61.84906085771071,61.759301783078605,65.43890367013636,64.62890263418524,91,79,88,71,73,87,84,76,74,83,86,78,87,78,82,84,81.31
